genome	KO	protein_id	score	evalue	above_threshold
RefSeq_Paenibacillus	K05847	WP_119849325.1	12.1	0.032	0
RefSeq_Paenibacillus	K05847	WP_119847283.1	12.0	0.034	0
RefSeq_Paenibacillus	K03451	WP_119850882.1	551.4	7.3e-166	0
RefSeq_Paenibacillus	K02168	WP_119850882.1	615.9	3e-185	0
RefSeq_Paenibacillus	K02168	WP_119846383.1	10.9	0.033	0
RefSeq_Paenibacillus	K02168	WP_162939251.1	5.6	1.3	0
RefSeq_Paenibacillus	K02168	WP_119846149.1	5.2	1.6	0
RefSeq_Paenibacillus	K02168	WP_009589303.1	5.1	1.8	0
RefSeq_Paenibacillus	K02168	WP_119846107.1	3.5	5.6	0
RefSeq_Paenibacillus	K02168	WP_119847553.1	2.9	8.2	0
RefSeq_Paenibacillus	K02000	WP_119846573.1	677.2	1.3e-203	1
RefSeq_Paenibacillus	K02000	WP_119849676.1	390.2	9.6e-117	0
RefSeq_Paenibacillus	K02000	WP_119847176.1	381.7	3.7e-114	0
RefSeq_Paenibacillus	K02000	WP_119850541.1	280.8	1.3e-83	0
RefSeq_Paenibacillus	K02000	WP_119846445.1	280.1	2.2e-83	0
RefSeq_Paenibacillus	K02000	WP_015737200.1	270.2	2.1e-80	0
RefSeq_Paenibacillus	K02000	WP_119849826.1	266.7	2.4e-79	0
RefSeq_Paenibacillus	K02000	WP_119849969.1	262.5	4.6e-78	0
RefSeq_Paenibacillus	K02000	WP_208652594.1	253.2	2.9e-75	0
RefSeq_Paenibacillus	K02000	WP_119846743.1	252.0	6.8e-75	0
RefSeq_Paenibacillus	K02000	WP_162939155.1	251.3	1.1e-74	0
RefSeq_Paenibacillus	K02000	WP_012818391.1	250.0	2.6e-74	0
RefSeq_Paenibacillus	K02000	WP_119846885.1	243.9	1.9e-72	0
RefSeq_Paenibacillus	K02000	WP_119850544.1	242.4	5.6e-72	0
RefSeq_Paenibacillus	K02000	WP_119850071.1	241.3	1.2e-71	0
RefSeq_Paenibacillus	K02000	WP_119849593.1	239.7	3.6e-71	0
RefSeq_Paenibacillus	K02000	WP_119846317.1	234.4	1.5e-69	0
RefSeq_Paenibacillus	K02000	WP_119850256.1	228.1	1.2e-67	0
RefSeq_Paenibacillus	K02000	WP_119850504.1	227.8	1.5e-67	0
RefSeq_Paenibacillus	K02000	WP_119847622.1	227.3	2e-67	0
RefSeq_Paenibacillus	K02000	WP_119846294.1	214.8	1.3e-63	0
RefSeq_Paenibacillus	K02000	WP_119850363.1	213.7	2.6e-63	0
RefSeq_Paenibacillus	K02000	WP_119850015.1	208.1	1.3e-61	0
RefSeq_Paenibacillus	K02000	WP_009590843.1	207.0	2.8e-61	0
RefSeq_Paenibacillus	K02000	WP_119847724.1	206.5	3.9e-61	0
RefSeq_Paenibacillus	K02000	WP_119849358.1	205.3	9.2e-61	0
RefSeq_Paenibacillus	K02000	WP_119850204.1	204.9	1.2e-60	0
RefSeq_Paenibacillus	K02000	WP_119846751.1	197.8	1.7e-58	0
RefSeq_Paenibacillus	K02000	WP_119847657.1	193.9	2.7e-57	0
RefSeq_Paenibacillus	K02000	WP_119850737.1	193.7	3.1e-57	0
RefSeq_Paenibacillus	K02000	WP_119850406.1	193.1	4.5e-57	0
RefSeq_Paenibacillus	K02000	WP_119850395.1	189.7	4.7e-56	0
RefSeq_Paenibacillus	K02000	WP_119848484.1	182.0	1e-53	0
RefSeq_Paenibacillus	K02000	WP_113057894.1	180.5	3e-53	0
RefSeq_Paenibacillus	K02000	WP_119848130.1	176.9	3.6e-52	0
RefSeq_Paenibacillus	K02000	WP_119848891.1	176.2	5.9e-52	0
RefSeq_Paenibacillus	K02000	WP_119848647.1	175.4	1e-51	0
RefSeq_Paenibacillus	K02000	WP_119848429.1	175.1	1.3e-51	0
RefSeq_Paenibacillus	K02000	WP_036666022.1	173.9	3e-51	0
RefSeq_Paenibacillus	K02000	WP_119849737.1	172.0	1.1e-50	0
RefSeq_Paenibacillus	K02000	WP_119850362.1	171.2	1.9e-50	0
RefSeq_Paenibacillus	K02000	WP_119849859.1	170.8	2.6e-50	0
RefSeq_Paenibacillus	K02000	WP_119847685.1	168.8	1e-49	0
RefSeq_Paenibacillus	K02000	WP_119850905.1	166.4	5.5e-49	0
RefSeq_Paenibacillus	K02000	WP_119850736.1	164.4	2.3e-48	0
RefSeq_Paenibacillus	K02000	WP_119851449.1	164.0	2.9e-48	0
RefSeq_Paenibacillus	K02000	WP_119849603.1	163.0	5.9e-48	0
RefSeq_Paenibacillus	K02000	WP_119849142.1	160.8	2.7e-47	0
RefSeq_Paenibacillus	K02000	WP_009594645.1	160.7	2.8e-47	0
RefSeq_Paenibacillus	K02000	WP_119850053.1	159.8	5.4e-47	0
RefSeq_Paenibacillus	K02000	WP_119850744.1	156.7	4.7e-46	0
RefSeq_Paenibacillus	K02000	WP_119848493.1	155.3	1.3e-45	0
RefSeq_Paenibacillus	K02000	WP_119847656.1	153.2	5.4e-45	0
RefSeq_Paenibacillus	K02000	WP_015737694.1	153.1	6e-45	0
RefSeq_Paenibacillus	K02000	WP_119849954.1	151.9	1.3e-44	0
RefSeq_Paenibacillus	K02000	WP_244235393.1	150.6	3.4e-44	0
RefSeq_Paenibacillus	K02000	WP_119851168.1	150.3	4.1e-44	0
RefSeq_Paenibacillus	K02000	WP_009591620.1	149.7	6.3e-44	0
RefSeq_Paenibacillus	K02000	WP_119850396.1	148.8	1.2e-43	0
RefSeq_Paenibacillus	K02000	WP_119851286.1	147.7	2.4e-43	0
RefSeq_Paenibacillus	K02000	WP_119850889.1	147.6	2.8e-43	0
RefSeq_Paenibacillus	K02000	WP_119850426.1	147.4	3.2e-43	0
RefSeq_Paenibacillus	K02000	WP_119850375.1	142.0	1.4e-41	0
RefSeq_Paenibacillus	K02000	WP_119846407.1	141.0	2.7e-41	0
RefSeq_Paenibacillus	K02000	WP_244235384.1	140.0	5.3e-41	0
RefSeq_Paenibacillus	K02000	WP_119849797.1	139.2	9.7e-41	0
RefSeq_Paenibacillus	K02000	WP_119848774.1	138.2	1.9e-40	0
RefSeq_Paenibacillus	K02000	WP_119847200.1	136.9	4.8e-40	0
RefSeq_Paenibacillus	K02000	WP_119848494.1	134.5	2.6e-39	0
RefSeq_Paenibacillus	K02000	WP_119847252.1	133.7	4.2e-39	0
RefSeq_Paenibacillus	K02000	WP_119849565.1	132.9	7.9e-39	0
RefSeq_Paenibacillus	K02000	WP_119846609.1	132.3	1.2e-38	0
RefSeq_Paenibacillus	K02000	WP_119850034.1	131.9	1.6e-38	0
RefSeq_Paenibacillus	K02000	WP_119846954.1	127.0	4.5e-37	0
RefSeq_Paenibacillus	K02000	WP_119851181.1	125.2	1.6e-36	0
RefSeq_Paenibacillus	K02000	WP_244235577.1	124.9	2.1e-36	0
RefSeq_Paenibacillus	K02000	WP_119847009.1	123.4	5.6e-36	0
RefSeq_Paenibacillus	K02000	WP_119846853.1	122.6	1e-35	0
RefSeq_Paenibacillus	K02000	WP_119850952.1	122.4	1.1e-35	0
RefSeq_Paenibacillus	K02000	WP_119848180.1	120.7	3.7e-35	0
RefSeq_Paenibacillus	K02000	WP_119850374.1	120.0	6.4e-35	0
RefSeq_Paenibacillus	K02000	WP_432206774.1	118.3	2e-34	0
RefSeq_Paenibacillus	K02000	WP_119846633.1	116.8	5.9e-34	0
RefSeq_Paenibacillus	K02000	WP_119850806.1	116.3	7.9e-34	0
RefSeq_Paenibacillus	K02000	WP_119848943.1	116.2	8.5e-34	0
RefSeq_Paenibacillus	K02000	WP_119848947.1	115.3	1.6e-33	0
RefSeq_Paenibacillus	K02000	WP_119851014.1	114.7	2.5e-33	0
RefSeq_Paenibacillus	K02000	WP_041621923.1	114.6	2.7e-33	0
RefSeq_Paenibacillus	K02000	WP_119848419.1	114.3	3.2e-33	0
RefSeq_Paenibacillus	K02000	WP_009589818.1	114.1	3.7e-33	0
RefSeq_Paenibacillus	K02000	WP_119846484.1	112.9	8.9e-33	0
RefSeq_Paenibacillus	K02000	WP_119848767.1	112.3	1.3e-32	0
RefSeq_Paenibacillus	K02000	WP_119846994.1	111.6	2.2e-32	0
RefSeq_Paenibacillus	K02000	WP_119848208.1	110.0	6.3e-32	0
RefSeq_Paenibacillus	K02000	WP_119848455.1	110.0	6.3e-32	0
RefSeq_Paenibacillus	K02000	WP_162939144.1	107.8	3.1e-31	0
RefSeq_Paenibacillus	K02000	WP_119848232.1	107.8	3.1e-31	0
RefSeq_Paenibacillus	K02000	WP_119849585.1	107.6	3.5e-31	0
RefSeq_Paenibacillus	K02000	WP_119846353.1	107.5	3.7e-31	0
RefSeq_Paenibacillus	K02000	WP_119846997.1	105.4	1.6e-30	0
RefSeq_Paenibacillus	K02000	WP_119851015.1	105.4	1.7e-30	0
RefSeq_Paenibacillus	K02000	WP_119848868.1	104.6	2.8e-30	0
RefSeq_Paenibacillus	K02000	WP_119850438.1	104.5	2.9e-30	0
RefSeq_Paenibacillus	K02000	WP_119846234.1	104.0	4.3e-30	0
RefSeq_Paenibacillus	K02000	WP_119848070.1	103.9	4.6e-30	0
RefSeq_Paenibacillus	K02000	WP_119848080.1	102.3	1.4e-29	0
RefSeq_Paenibacillus	K02000	WP_119847046.1	102.3	1.4e-29	0
RefSeq_Paenibacillus	K02000	WP_119847754.1	102.0	1.7e-29	0
RefSeq_Paenibacillus	K02000	WP_119847881.1	101.7	2.1e-29	0
RefSeq_Paenibacillus	K02000	WP_119847541.1	101.3	2.9e-29	0
RefSeq_Paenibacillus	K02000	WP_119850549.1	101.1	3.2e-29	0
RefSeq_Paenibacillus	K02000	WP_119847581.1	101.0	3.4e-29	0
RefSeq_Paenibacillus	K02000	WP_208652596.1	100.8	4e-29	0
RefSeq_Paenibacillus	K02000	WP_119847675.1	100.5	5.1e-29	0
RefSeq_Paenibacillus	K02000	WP_244235474.1	100.3	5.6e-29	0
RefSeq_Paenibacillus	K02000	WP_119851228.1	100.0	6.7e-29	0
RefSeq_Paenibacillus	K02000	WP_119849372.1	99.9	7.4e-29	0
RefSeq_Paenibacillus	K02000	WP_119848480.1	99.8	8.1e-29	0
RefSeq_Paenibacillus	K02000	WP_119849601.1	99.2	1.2e-28	0
RefSeq_Paenibacillus	K02000	WP_119850475.1	99.1	1.3e-28	0
RefSeq_Paenibacillus	K02000	WP_119846533.1	98.4	2.1e-28	0
RefSeq_Paenibacillus	K02000	WP_432206787.1	96.9	6e-28	0
RefSeq_Paenibacillus	K02000	WP_119849600.1	95.0	2.2e-27	0
RefSeq_Paenibacillus	K02000	WP_119847538.1	93.8	5.2e-27	0
RefSeq_Paenibacillus	K02000	WP_119848844.1	93.5	6.2e-27	0
RefSeq_Paenibacillus	K02000	WP_119850802.1	92.9	9.7e-27	0
RefSeq_Paenibacillus	K02000	WP_119849082.1	92.4	1.3e-26	0
RefSeq_Paenibacillus	K02000	WP_119847874.1	91.8	2.1e-26	0
RefSeq_Paenibacillus	K02000	WP_119849265.1	91.5	2.7e-26	0
RefSeq_Paenibacillus	K02000	WP_119850846.1	90.5	5.2e-26	0
RefSeq_Paenibacillus	K02000	WP_119847537.1	90.4	5.6e-26	0
RefSeq_Paenibacillus	K02000	WP_119846471.1	89.2	1.3e-25	0
RefSeq_Paenibacillus	K02000	WP_119850547.1	89.0	1.5e-25	0
RefSeq_Paenibacillus	K02000	WP_009589665.1	87.1	5.7e-25	0
RefSeq_Paenibacillus	K02000	WP_119849596.1	86.4	9.2e-25	0
RefSeq_Paenibacillus	K02000	WP_090913631.1	85.8	1.3e-24	0
RefSeq_Paenibacillus	K02000	WP_119849400.1	83.5	6.7e-24	0
RefSeq_Paenibacillus	K02000	WP_119851138.1	82.2	1.7e-23	0
RefSeq_Paenibacillus	K02000	WP_119848946.1	82.1	1.8e-23	0
RefSeq_Paenibacillus	K02000	WP_119848768.1	81.6	2.6e-23	0
RefSeq_Paenibacillus	K02000	WP_119848006.1	80.3	6.6e-23	0
RefSeq_Paenibacillus	K02000	WP_119850025.1	79.5	1.1e-22	0
RefSeq_Paenibacillus	K02000	WP_119851001.1	79.4	1.2e-22	0
RefSeq_Paenibacillus	K02000	WP_119846236.1	77.4	5e-22	0
RefSeq_Paenibacillus	K02000	WP_119846550.1	77.1	5.8e-22	0
RefSeq_Paenibacillus	K02000	WP_432206775.1	76.5	9.3e-22	0
RefSeq_Paenibacillus	K02000	WP_119848005.1	75.3	2.1e-21	0
RefSeq_Paenibacillus	K02000	WP_119847107.1	75.1	2.3e-21	0
RefSeq_Paenibacillus	K02000	WP_036659509.1	75.0	2.5e-21	0
RefSeq_Paenibacillus	K02000	WP_162939078.1	74.1	4.7e-21	0
RefSeq_Paenibacillus	K02000	WP_119846998.1	72.4	1.6e-20	0
RefSeq_Paenibacillus	K02000	WP_119850151.1	71.5	2.9e-20	0
RefSeq_Paenibacillus	K02000	WP_119847875.1	69.4	1.3e-19	0
RefSeq_Paenibacillus	K02000	WP_119850107.1	68.2	3e-19	0
RefSeq_Paenibacillus	K02000	WP_119851000.1	67.3	5.6e-19	0
RefSeq_Paenibacillus	K02000	WP_119847749.1	66.9	7.5e-19	0
RefSeq_Paenibacillus	K02000	WP_119848857.1	66.9	7.5e-19	0
RefSeq_Paenibacillus	K02000	WP_119850150.1	63.3	9e-18	0
RefSeq_Paenibacillus	K02000	WP_119846377.1	53.1	1.1e-14	0
RefSeq_Paenibacillus	K02000	WP_119846357.1	50.4	7.3e-14	0
RefSeq_Paenibacillus	K02000	WP_432206772.1	48.2	3.2e-13	0
RefSeq_Paenibacillus	K02000	WP_119850195.1	47.8	4.5e-13	0
RefSeq_Paenibacillus	K02000	WP_119849401.1	46.4	1.2e-12	0
RefSeq_Paenibacillus	K02000	WP_119847534.1	44.8	3.5e-12	0
RefSeq_Paenibacillus	K02000	WP_119850146.1	44.8	3.6e-12	0
RefSeq_Paenibacillus	K02000	WP_119849563.1	43.4	9.5e-12	0
RefSeq_Paenibacillus	K02000	WP_119847045.1	41.6	3.3e-11	0
RefSeq_Paenibacillus	K02000	WP_119848346.1	41.4	3.9e-11	0
RefSeq_Paenibacillus	K02000	WP_119847997.1	40.4	7.6e-11	0
RefSeq_Paenibacillus	K02000	WP_244235478.1	39.0	2.1e-10	0
RefSeq_Paenibacillus	K02000	WP_119848570.1	36.9	8.9e-10	0
RefSeq_Paenibacillus	K02000	WP_015737018.1	35.5	2.4e-09	0
RefSeq_Paenibacillus	K02000	WP_119847985.1	34.4	5e-09	0
RefSeq_Paenibacillus	K02000	WP_119846975.1	32.9	1.4e-08	0
RefSeq_Paenibacillus	K02000	WP_009591456.1	30.7	6.5e-08	0
RefSeq_Paenibacillus	K02000	WP_119846791.1	28.6	2.9e-07	0
RefSeq_Paenibacillus	K02000	WP_119846204.1	25.7	2.1e-06	0
RefSeq_Paenibacillus	K02000	WP_119846806.1	25.0	3.4e-06	0
RefSeq_Paenibacillus	K02000	WP_119851006.1	21.6	3.9e-05	0
RefSeq_Paenibacillus	K02000	WP_012818338.1	20.7	7.1e-05	0
RefSeq_Paenibacillus	K02000	WP_119850087.1	19.7	0.00015	0
RefSeq_Paenibacillus	K02000	WP_009595798.1	19.1	0.00022	0
RefSeq_Paenibacillus	K02000	WP_119850086.1	18.5	0.00033	0
RefSeq_Paenibacillus	K02000	WP_119848798.1	15.8	0.0021	0
RefSeq_Paenibacillus	K02000	WP_119850771.1	11.1	0.056	0
RefSeq_Paenibacillus	K02001	WP_119846572.1	490.9	2.8e-147	1
RefSeq_Paenibacillus	K02001	WP_119846571.1	238.2	7.5e-71	0
RefSeq_Paenibacillus	K02001	WP_119847174.1	131.3	1.6e-38	0
RefSeq_Paenibacillus	K02001	WP_009589947.1	120.6	2.8e-35	0
RefSeq_Paenibacillus	K02001	WP_009592866.1	72.0	1.4e-20	0
RefSeq_Paenibacillus	K02001	WP_119847727.1	46.9	5.2e-13	0
RefSeq_Paenibacillus	K02001	WP_119847726.1	41.9	1.7e-11	0
RefSeq_Paenibacillus	K02001	WP_119850203.1	41.4	2.4e-11	0
RefSeq_Paenibacillus	K02001	WP_119849592.1	36.0	1e-09	0
RefSeq_Paenibacillus	K02001	WP_119846886.1	35.0	2.1e-09	0
RefSeq_Paenibacillus	K02001	WP_119848430.1	34.1	3.8e-09	0
RefSeq_Paenibacillus	K02001	WP_119846741.1	30.4	5.2e-08	0
RefSeq_Paenibacillus	K02001	WP_009592251.1	29.8	7.6e-08	0
RefSeq_Paenibacillus	K02001	WP_119850050.1	29.6	8.8e-08	0
RefSeq_Paenibacillus	K02001	WP_119847655.1	28.7	1.7e-07	0
RefSeq_Paenibacillus	K02001	WP_244235401.1	26.2	9.7e-07	0
RefSeq_Paenibacillus	K02001	WP_119846826.1	24.5	3.2e-06	0
RefSeq_Paenibacillus	K02001	WP_119850049.1	21.4	2.7e-05	0
RefSeq_Paenibacillus	K02001	WP_244235561.1	20.9	4e-05	0
RefSeq_Paenibacillus	K02001	WP_009595092.1	20.0	7e-05	0
RefSeq_Paenibacillus	K02001	WP_119850398.1	19.9	7.5e-05	0
RefSeq_Paenibacillus	K02001	WP_119848216.1	19.6	9.6e-05	0
RefSeq_Paenibacillus	K02001	WP_119849364.1	19.6	9.8e-05	0
RefSeq_Paenibacillus	K02001	WP_012818642.1	19.4	0.00011	0
RefSeq_Paenibacillus	K02001	WP_119848579.1	19.3	0.00011	0
RefSeq_Paenibacillus	K02001	WP_119849705.1	19.2	0.00013	0
RefSeq_Paenibacillus	K02001	WP_009589944.1	19.0	0.00015	0
RefSeq_Paenibacillus	K02001	WP_119848836.1	18.9	0.00015	0
RefSeq_Paenibacillus	K02001	WP_244235580.1	18.1	0.00027	0
RefSeq_Paenibacillus	K02001	WP_119850237.1	18.0	0.00028	0
RefSeq_Paenibacillus	K02001	WP_009595691.1	18.0	0.0003	0
RefSeq_Paenibacillus	K02001	WP_119849510.1	17.6	0.00039	0
RefSeq_Paenibacillus	K02001	WP_119850540.1	17.6	0.00039	0
RefSeq_Paenibacillus	K02001	WP_009593034.1	17.3	0.00047	0
RefSeq_Paenibacillus	K02001	WP_119848167.1	17.1	0.00054	0
RefSeq_Paenibacillus	K02001	WP_096774977.1	16.9	0.00063	0
RefSeq_Paenibacillus	K02001	WP_009592284.1	16.8	0.00065	0
RefSeq_Paenibacillus	K02001	WP_119846344.1	16.7	0.00073	0
RefSeq_Paenibacillus	K02001	WP_036666213.1	16.3	0.00095	0
RefSeq_Paenibacillus	K02001	WP_119847159.1	16.2	0.001	0
RefSeq_Paenibacillus	K02001	WP_119848806.1	16.0	0.0011	0
RefSeq_Paenibacillus	K02001	WP_119849688.1	15.7	0.0015	0
RefSeq_Paenibacillus	K02001	WP_009593648.1	15.6	0.0015	0
RefSeq_Paenibacillus	K02001	WP_119850274.1	15.5	0.0017	0
RefSeq_Paenibacillus	K02001	WP_119847297.1	15.4	0.0017	0
RefSeq_Paenibacillus	K02001	WP_009593684.1	15.4	0.0017	0
RefSeq_Paenibacillus	K02001	WP_096775761.1	15.4	0.0018	0
RefSeq_Paenibacillus	K02001	WP_119846987.1	15.4	0.0018	0
RefSeq_Paenibacillus	K02001	WP_090909320.1	15.3	0.0019	0
RefSeq_Paenibacillus	K02001	WP_119848544.1	15.2	0.002	0
RefSeq_Paenibacillus	K02001	WP_208652607.1	15.0	0.0023	0
RefSeq_Paenibacillus	K02001	WP_009590746.1	14.9	0.0025	0
RefSeq_Paenibacillus	K02001	WP_119847951.1	14.9	0.0026	0
RefSeq_Paenibacillus	K02001	WP_432206788.1	14.8	0.0026	0
RefSeq_Paenibacillus	K02001	WP_119846292.1	14.7	0.0029	0
RefSeq_Paenibacillus	K02001	WP_119849090.1	14.5	0.0032	0
RefSeq_Paenibacillus	K02001	WP_119850028.1	14.5	0.0033	0
RefSeq_Paenibacillus	K02001	WP_119846293.1	14.2	0.004	0
RefSeq_Paenibacillus	K02001	WP_096776254.1	13.6	0.0061	0
RefSeq_Paenibacillus	K02001	WP_119851114.1	13.3	0.0079	0
RefSeq_Paenibacillus	K02001	WP_119848823.1	13.1	0.0085	0
RefSeq_Paenibacillus	K02001	WP_090907824.1	13.1	0.0086	0
RefSeq_Paenibacillus	K02001	WP_009595489.1	13.1	0.0087	0
RefSeq_Paenibacillus	K02001	WP_119849357.1	13.1	0.0087	0
RefSeq_Paenibacillus	K02001	WP_162939241.1	13.1	0.0088	0
RefSeq_Paenibacillus	K02001	WP_119849977.1	13.0	0.0091	0
RefSeq_Paenibacillus	K02001	WP_119848248.1	13.0	0.0095	0
RefSeq_Paenibacillus	K02001	WP_119850360.1	13.0	0.0095	0
RefSeq_Paenibacillus	K02001	WP_119847023.1	12.9	0.0098	0
RefSeq_Paenibacillus	K02001	WP_113059096.1	12.9	0.01	0
RefSeq_Paenibacillus	K02001	WP_119849775.1	12.8	0.011	0
RefSeq_Paenibacillus	K02001	WP_009589786.1	12.7	0.011	0
RefSeq_Paenibacillus	K02001	WP_113059258.1	12.7	0.011	0
RefSeq_Paenibacillus	K02001	WP_119851448.1	12.6	0.012	0
RefSeq_Paenibacillus	K02001	WP_119850090.1	12.6	0.013	0
RefSeq_Paenibacillus	K02001	WP_119847061.1	12.6	0.013	0
RefSeq_Paenibacillus	K02001	WP_119847528.1	12.6	0.013	0
RefSeq_Paenibacillus	K02001	WP_119847941.1	12.4	0.014	0
RefSeq_Paenibacillus	K02001	WP_119846619.1	12.4	0.014	0
RefSeq_Paenibacillus	K02001	WP_009595751.1	12.2	0.016	0
RefSeq_Paenibacillus	K02001	WP_119848220.1	12.2	0.016	0
RefSeq_Paenibacillus	K02001	WP_119848496.1	12.1	0.018	0
RefSeq_Paenibacillus	K02001	WP_119850251.1	12.0	0.019	0
RefSeq_Paenibacillus	K02001	WP_015734982.1	11.9	0.02	0
RefSeq_Paenibacillus	K02001	WP_119849982.1	11.9	0.02	0
RefSeq_Paenibacillus	K02001	WP_083397595.1	11.8	0.021	0
RefSeq_Paenibacillus	K02001	WP_119847438.1	11.8	0.021	0
RefSeq_Paenibacillus	K02001	WP_119850529.1	11.8	0.022	0
RefSeq_Paenibacillus	K02001	WP_119848596.1	11.8	0.022	0
RefSeq_Paenibacillus	K02001	WP_015736860.1	11.7	0.023	0
RefSeq_Paenibacillus	K02001	WP_119848431.1	11.6	0.025	0
RefSeq_Paenibacillus	K02001	WP_119848239.1	11.5	0.026	0
RefSeq_Paenibacillus	K02001	WP_119848355.1	11.5	0.026	0
RefSeq_Paenibacillus	K02001	WP_119847970.1	11.4	0.028	0
RefSeq_Paenibacillus	K02001	WP_119850301.1	11.4	0.029	0
RefSeq_Paenibacillus	K02001	WP_119850236.1	11.3	0.03	0
RefSeq_Paenibacillus	K02001	WP_119849677.1	11.1	0.035	0
RefSeq_Paenibacillus	K02001	WP_119849365.1	11.1	0.035	0
RefSeq_Paenibacillus	K02001	WP_119848392.1	11.1	0.036	0
RefSeq_Paenibacillus	K02001	WP_009591771.1	10.9	0.042	0
RefSeq_Paenibacillus	K02001	WP_009591023.1	10.9	0.042	0
RefSeq_Paenibacillus	K02001	WP_009589991.1	10.8	0.042	0
RefSeq_Paenibacillus	K02001	WP_119847736.1	10.8	0.043	0
RefSeq_Paenibacillus	K02001	WP_015735775.1	10.8	0.045	0
RefSeq_Paenibacillus	K02001	WP_420030521.1	10.6	0.049	0
RefSeq_Paenibacillus	K02001	WP_119850252.1	10.6	0.051	0
RefSeq_Paenibacillus	K02001	WP_119848511.1	10.5	0.054	0
RefSeq_Paenibacillus	K02001	WP_119851238.1	10.4	0.058	0
RefSeq_Paenibacillus	K02001	WP_036660892.1	10.3	0.059	0
RefSeq_Paenibacillus	K02001	WP_119850302.1	10.3	0.061	0
RefSeq_Paenibacillus	K02001	WP_244235503.1	10.2	0.065	0
RefSeq_Paenibacillus	K02001	WP_009592355.1	10.1	0.069	0
RefSeq_Paenibacillus	K02001	WP_119848276.1	10.1	0.069	0
RefSeq_Paenibacillus	K02001	WP_119848151.1	10.1	0.072	0
RefSeq_Paenibacillus	K02001	WP_119850207.1	9.9	0.08	0
RefSeq_Paenibacillus	K02001	WP_009594642.1	9.9	0.082	0
RefSeq_Paenibacillus	K02001	WP_119850598.1	9.7	0.096	0
RefSeq_Paenibacillus	K02001	WP_119850735.1	9.5	0.11	0
RefSeq_Paenibacillus	K02001	WP_119848088.1	8.9	0.16	0
RefSeq_Paenibacillus	K02001	WP_119849642.1	8.9	0.16	0
RefSeq_Paenibacillus	K02001	WP_119850091.1	8.9	0.17	0
RefSeq_Paenibacillus	K02001	WP_119848890.1	8.5	0.22	0
RefSeq_Paenibacillus	K02001	WP_119848150.1	8.3	0.25	0
RefSeq_Paenibacillus	K02001	WP_119850780.1	8.0	0.3	0
RefSeq_Paenibacillus	K02001	WP_119848221.1	7.7	0.37	0
RefSeq_Paenibacillus	K02001	WP_244235512.1	7.7	0.38	0
RefSeq_Paenibacillus	K02001	WP_119846816.1	7.4	0.46	0
RefSeq_Paenibacillus	K02001	WP_119850588.1	7.0	0.63	0
RefSeq_Paenibacillus	K02001	WP_096776255.1	6.9	0.65	0
RefSeq_Paenibacillus	K02001	WP_228468856.1	6.8	0.7	0
RefSeq_Paenibacillus	K02001	WP_119848382.1	4.7	3.0	0
RefSeq_Paenibacillus	K02001	WP_119849658.1	4.4	3.6	0
RefSeq_Paenibacillus	K02001	WP_119849678.1	4.0	5.0	0
RefSeq_Paenibacillus	K02001	WP_119850397.1	3.2	8.6	0
RefSeq_Paenibacillus	K02002	WP_119846571.1	365.8	1.3e-109	1
RefSeq_Paenibacillus	K02002	WP_119846572.1	256.1	2.2e-76	1
RefSeq_Paenibacillus	K02002	WP_119847175.1	38.7	1.5e-10	0
RefSeq_Paenibacillus	K02002	WP_119847174.1	34.4	3e-09	0
RefSeq_Paenibacillus	K02002	WP_009589947.1	29.9	7.2e-08	0
RefSeq_Paenibacillus	K02002	WP_119847727.1	23.5	6.1e-06	0
RefSeq_Paenibacillus	K02002	WP_119849591.1	20.4	5.3e-05	0
RefSeq_Paenibacillus	K02002	WP_009592866.1	19.0	0.00014	0
RefSeq_Paenibacillus	K02002	WP_119847289.1	17.9	0.00031	0
RefSeq_Paenibacillus	K02002	WP_009593648.1	15.0	0.0023	0
RefSeq_Paenibacillus	K02002	WP_119848269.1	15.0	0.0023	0
RefSeq_Paenibacillus	K02002	WP_119848836.1	14.0	0.0048	0
RefSeq_Paenibacillus	K02002	WP_119850540.1	13.0	0.0094	0
RefSeq_Paenibacillus	K02002	WP_119847396.1	11.5	0.027	0
RefSeq_Paenibacillus	K02002	WP_119846741.1	10.7	0.046	0
RefSeq_Paenibacillus	K02002	WP_119850203.1	9.1	0.15	0
RefSeq_Paenibacillus	K02002	WP_119850588.1	6.3	0.97	0
RefSeq_Paenibacillus	K02002	WP_119848608.1	5.0	2.5	0
RefSeq_Paenibacillus	K02779	WP_119850056.1	672.8	2e-202	0
RefSeq_Paenibacillus	K02779	WP_119849411.1	667.8	6.8e-201	0
RefSeq_Paenibacillus	K02779	WP_119847568.1	553.9	2e-166	0
RefSeq_Paenibacillus	K02779	WP_119849213.1	423.8	4.6e-127	0
RefSeq_Paenibacillus	K02779	WP_119847704.1	43.3	6.1e-12	0
RefSeq_Paenibacillus	K02779	WP_119848604.1	31.6	2.2e-08	0
RefSeq_Paenibacillus	K02779	WP_119848545.1	13.1	0.0085	0
RefSeq_Paenibacillus	K02779	WP_208652634.1	10.6	0.048	0
RefSeq_Paenibacillus	K02779	WP_119848440.1	8.9	0.16	0
RefSeq_Paenibacillus	K02779	WP_119851474.1	8.2	0.24	0
RefSeq_Paenibacillus	K02779	WP_119850118.1	6.8	0.65	0
RefSeq_Paenibacillus	K02779	WP_009589445.1	3.4	7.0	0
