genome	phylum	n_annotated_proteins	coxL_CO_dehydrogenase	NiFe_hydrogenase_large	rbcL_RuBisCO	psbA_photosystem_II	nifH_nitrogenase	amoA_pmoA_ammonia_monooxygenase	nirK_nirS_nitrite_reductase	nosZ_N2O_reductase	ureC_urease	otsA_otsB_trehalose	treY_treZ_trehalose	ectABC_ectoine	crtB_phytoene_synthase	spo0A_sporulation	phrB_photolyase	uvrA_excision_repair	recA_recombination_repair	katE_katG_catalase	sodA_superoxide_dismutase	dps_DNA_protection
F28PRr2_MAGScoT_cleanbin_000007	Pseudomonadota	3086	False	False	False	False	False	False	False	False	True	True	False	False	True	False	False	True	True	True	True	False
F28PRr2_MAGScoT_cleanbin_000008	Chloroflexota	2390	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	True	True	True	True	True
F28PRr2_MAGScoT_cleanbin_000012	Actinomycetota	3000	False	False	False	False	False	False	False	False	False	True	True	False	True	False	False	True	True	True	False	True
F28PRr2_MAGScoT_cleanbin_000013	Actinomycetota	5080	False	False	False	False	False	False	False	False	False	True	True	True	True	False	False	True	True	True	True	True
F28PRr2_MAGScoT_cleanbin_000014	Actinomycetota	3279	True	False	True	False	False	False	False	False	False	True	True	True	False	False	False	True	True	True	True	False
F28PRr2_MAGScoT_cleanbin_000015	Actinomycetota	3121	False	False	False	False	False	False	False	False	False	True	False	True	False	False	False	True	True	True	False	True
F28PRr2_MAGScoT_cleanbin_000022	Actinomycetota	2792	True	False	False	False	False	False	False	False	False	True	True	False	False	False	False	True	True	True	False	True
F28PRr2_MAGScoT_cleanbin_000030	Pseudomonadota	3166	True	False	True	False	False	False	False	False	False	True	True	True	True	False	False	True	True	True	True	False
F28PRr2_MAGScoT_cleanbin_000032	Actinomycetota	3384	False	False	True	False	False	False	False	False	False	True	True	False	True	False	True	True	True	True	True	False
F28PRr2_MAGScoT_cleanbin_000037	Actinomycetota	5174	True	False	False	False	False	False	False	False	True	True	False	False	True	False	False	True	False	True	True	False
F2Dr1_MAGScoT_cleanbin_000001	Actinomycetota	2832	True	True	True	False	False	False	True	False	False	True	True	False	True	False	False	True	True	True	False	False
F2Dr1_MAGScoT_cleanbin_000003	Actinomycetota	7091	True	False	False	True	False	False	False	False	False	True	True	True	True	False	False	True	True	True	True	False
F2Dr1_MAGScoT_cleanbin_000005	Actinomycetota	2849	False	False	True	False	False	False	True	False	False	True	False	False	False	False	False	True	True	True	True	False
F2PRr3_MAGScoT_cleanbin_000001	Bacillota	1640	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	True	False	True	True
F2PRr3_MAGScoT_cleanbin_000002	Acidobacteriota	3976	True	True	False	False	False	False	False	False	False	False	False	True	False	False	False	True	True	False	True	True
F2PRr3_MAGScoT_cleanbin_000003	Pseudomonadota	3974	False	False	False	False	False	False	False	False	False	False	True	False	True	False	True	True	True	True	True	True
F2PRr3_MAGScoT_cleanbin_000006	Actinomycetota	6670	True	True	False	False	False	False	True	False	True	True	True	False	True	True	True	True	True	True	False	False
F2PRr3_MAGScoT_cleanbin_000008	Pseudomonadota	4012	False	False	False	False	False	False	False	False	False	True	True	True	True	False	True	True	True	True	True	True
F2Sr2_MAGScoT_cleanbin_000001	Actinomycetota	2494	False	False	False	False	False	False	True	False	False	True	True	False	False	False	True	True	True	False	True	False
F2Sr2_MAGScoT_cleanbin_000002	Actinomycetota	2952	False	False	False	False	False	False	False	False	False	True	True	False	True	False	False	True	True	True	False	False
F2Sr2_MAGScoT_cleanbin_000003	Acidobacteriota	4075	True	False	False	False	False	False	False	False	False	False	True	False	False	False	False	True	True	True	True	False
F2Sr2_MAGScoT_cleanbin_000004	Actinomycetota	2048	False	False	False	False	False	False	False	False	False	True	False	False	True	False	False	True	True	False	True	False
F2Sr2_MAGScoT_cleanbin_000008	Chloroflexota	5749	False	True	True	False	True	False	True	False	False	False	True	False	True	False	False	True	True	True	True	False
F2Sr2_MAGScoT_cleanbin_000009	Acidobacteriota	4712	True	True	False	False	False	False	True	False	False	True	True	True	True	False	False	True	True	True	True	True
F2Sr2_MAGScoT_cleanbin_000011	Actinomycetota	3081	False	False	False	False	False	False	True	False	False	True	False	False	False	False	False	True	True	True	True	False
F31Dr2_MAGScoT_cleanbin_000005	Chloroflexota	4323	True	True	False	False	False	False	True	False	False	True	False	False	False	False	False	True	True	True	True	False
F31Dr2_MAGScoT_cleanbin_000013	Actinomycetota	2580	False	False	False	False	False	False	True	False	False	True	True	True	True	False	False	True	True	False	True	False
F31Dr2_MAGScoT_cleanbin_000017	Actinomycetota	4542	True	False	False	False	False	False	False	False	False	True	True	True	False	False	False	True	True	True	False	False
F32PRr1_MAGScoT_cleanbin_000001	Bacteroidota	3876	False	False	True	False	False	False	False	False	False	False	True	False	False	False	True	True	True	True	True	True
F32PRr1_MAGScoT_cleanbin_000002	Bacteroidota	5112	False	False	True	False	False	False	True	False	False	False	True	False	False	False	False	True	True	True	True	True
F32PRr1_MAGScoT_cleanbin_000003	Gemmatimonadota	3725	True	True	False	False	False	False	True	False	False	True	True	False	True	False	False	True	True	False	True	False
F32PRr1_MAGScoT_cleanbin_000008	Actinomycetota	4925	False	False	False	False	False	False	False	False	False	True	True	True	True	False	False	True	True	True	False	False
F32PRr1_MAGScoT_cleanbin_000009	Chloroflexota	4981	True	False	False	False	False	False	True	False	False	True	True	False	False	False	False	True	True	False	True	False
F32PRr1_MAGScoT_cleanbin_000010	Actinomycetota	3284	False	False	False	False	False	False	True	False	False	True	False	False	False	False	False	True	True	True	True	False
F32PRr1_MAGScoT_cleanbin_000011	Pseudomonadota	5260	True	True	False	False	False	False	True	False	False	True	True	True	True	False	False	True	True	True	True	True
F32PRr1_MAGScoT_cleanbin_000012	Actinomycetota	5674	True	False	True	False	False	False	False	False	True	True	True	True	True	False	True	True	True	True	True	True
F32PRr1_MAGScoT_cleanbin_000013	Verrucomicrobiota	3517	False	False	True	False	False	False	False	False	False	False	True	False	False	False	False	True	True	True	True	True
F32PRr1_MAGScoT_cleanbin_000014	Gemmatimonadota	3770	True	True	False	False	False	False	True	False	False	True	True	False	True	False	False	True	True	True	True	True
F32PRr1_MAGScoT_cleanbin_000016	Pseudomonadota	4259	True	True	True	False	False	False	False	False	True	True	True	False	True	False	False	True	True	True	True	False
F32PRr1_MAGScoT_cleanbin_000018	Actinomycetota	3580	True	False	False	False	False	False	False	False	False	True	True	False	True	False	False	True	True	True	True	False
F32PRr1_MAGScoT_cleanbin_000019	Planctomycetota	3919	True	True	False	False	False	False	False	False	False	False	True	False	True	False	False	True	True	False	True	False
F32PRr1_MAGScoT_cleanbin_000020	Pseudomonadota	2998	False	False	False	False	False	False	False	False	False	True	True	False	False	False	False	False	True	True	True	False
F32PRr1_MAGScoT_cleanbin_000021	Chloroflexota	5463	True	True	True	False	False	False	True	False	True	True	True	False	True	False	False	True	True	True	True	False
F32PRr1_MAGScoT_cleanbin_000029	Pseudomonadota	3205	True	False	False	False	False	False	False	False	True	True	True	False	True	False	True	True	True	True	True	True
F32PRr1_MAGScoT_cleanbin_000034	Actinomycetota	8361	False	True	False	False	False	False	False	False	True	True	True	True	True	False	False	True	True	True	False	True
F33PRr1_MAGScoT_cleanbin_000001	Actinomycetota	4308	False	False	False	False	False	False	False	False	True	True	True	False	True	False	False	True	True	True	False	True
F33PRr1_MAGScoT_cleanbin_000002	Pseudomonadota	3950	True	False	True	False	False	False	True	False	True	True	True	True	True	False	False	True	True	True	True	True
F33PRr1_MAGScoT_cleanbin_000004	Bacteroidota	2804	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	True	True	True	True	False
F33PRr1_MAGScoT_cleanbin_000005	Pseudomonadota	3250	False	False	False	False	False	False	False	False	False	True	False	True	True	False	False	True	True	False	True	True
F33PRr1_MAGScoT_cleanbin_000006	Actinomycetota	4748	True	False	False	False	False	False	False	False	True	True	True	True	True	False	True	True	True	True	False	True
F33PRr1_MAGScoT_cleanbin_000007	Actinomycetota	4992	True	True	False	False	False	True	False	False	False	True	False	True	False	False	False	True	True	True	False	True
F33PRr1_MAGScoT_cleanbin_000009	Actinomycetota	3557	False	True	False	False	False	False	True	False	False	True	True	True	False	False	False	True	True	False	True	True
F33PRr1_MAGScoT_cleanbin_000010	Actinomycetota	2935	True	True	False	False	False	False	False	False	False	True	True	False	False	False	True	True	True	False	True	False
F33PRr1_MAGScoT_cleanbin_000012	Myxococcota	5738	True	False	False	False	False	False	False	False	False	False	False	False	True	False	True	True	True	True	True	False
F33PRr1_MAGScoT_cleanbin_000014	Chloroflexota	2162	False	False	False	False	False	False	False	False	False	True	True	True	False	False	False	True	True	False	False	True
F33PRr1_MAGScoT_cleanbin_000015	Pseudomonadota	2635	False	False	False	False	False	False	False	False	False	True	False	True	True	False	False	False	True	False	True	True
F33PRr1_MAGScoT_cleanbin_000016	Armatimonadota	3206	False	False	False	False	False	False	False	False	False	False	False	True	True	False	False	True	True	True	True	False
F33PRr1_MAGScoT_cleanbin_000017	Pseudomonadota	4426	True	True	False	False	False	False	False	False	False	True	True	False	True	False	False	True	False	True	True	True
F33PRr1_MAGScoT_cleanbin_000018	Bacteroidota	2589	False	False	False	False	False	False	False	False	True	False	True	False	False	False	False	True	True	True	True	True
F33PRr1_MAGScoT_cleanbin_000020	Chloroflexota	4532	True	False	True	False	False	False	True	False	False	True	True	True	False	False	False	True	True	False	True	True
F33PRr1_MAGScoT_cleanbin_000022	Gemmatimonadota	2726	False	True	False	False	False	False	False	False	False	False	True	False	False	False	False	True	True	False	True	False
F33PRr1_MAGScoT_cleanbin_000023	Acidobacteriota	5337	True	True	False	False	False	False	False	False	False	True	True	True	True	False	False	True	True	False	True	True
F33PRr1_MAGScoT_cleanbin_000028	Pseudomonadota	5210	True	False	True	False	False	False	True	True	True	True	True	False	True	False	False	True	True	True	True	True
F33PRr1_MAGScoT_cleanbin_000030	Pseudomonadota	2492	False	False	True	False	False	False	False	False	True	True	False	True	True	False	True	False	True	True	True	False
F33PRr1_MAGScoT_cleanbin_000031	Planctomycetota	3560	True	True	True	False	False	False	False	False	False	True	True	True	False	False	False	True	True	False	True	False
F33PRr1_MAGScoT_cleanbin_000032	Actinomycetota	6716	True	False	True	False	False	False	False	False	True	True	True	True	True	False	False	True	True	True	False	True
F33PRr1_MAGScoT_cleanbin_000037	Planctomycetota	3819	False	True	False	False	False	False	False	False	False	False	True	False	True	False	False	True	True	True	True	True
F33PRr1_MAGScoT_cleanbin_000048	Actinomycetota	5172	True	True	False	False	False	False	False	False	False	True	True	True	True	False	True	True	True	True	True	True
F34PRr2_MAGScoT_cleanbin_000001	Actinomycetota	4760	True	False	False	False	False	True	False	False	False	True	True	True	False	False	False	True	True	True	False	False
F34PRr2_MAGScoT_cleanbin_000002	Bacteroidota	4202	False	False	False	False	False	False	False	False	False	False	True	True	False	False	False	True	True	True	True	True
F34PRr2_MAGScoT_cleanbin_000003	Bacteroidota	4161	False	False	True	False	False	False	False	False	True	True	True	False	False	False	False	True	True	True	True	True
F34PRr2_MAGScoT_cleanbin_000006	Actinomycetota	2357	True	True	True	False	False	False	True	False	False	True	True	False	False	False	False	True	True	False	True	False
F34PRr2_MAGScoT_cleanbin_000007	Actinomycetota	2877	True	True	True	False	False	False	True	False	False	True	True	False	False	False	False	True	True	True	True	True
F34PRr2_MAGScoT_cleanbin_000008	Chloroflexota	4419	True	True	False	False	False	False	True	False	False	True	True	False	True	False	True	True	True	True	True	True
F34PRr2_MAGScoT_cleanbin_000010	Actinomycetota	2765	True	True	True	False	False	False	False	False	False	True	True	False	False	False	True	True	True	False	True	True
F34PRr2_MAGScoT_cleanbin_000012	Actinomycetota	3203	False	False	False	False	False	False	False	False	False	True	True	False	False	False	False	True	True	False	True	False
F34PRr2_MAGScoT_cleanbin_000013	Actinomycetota	2468	False	False	False	False	False	False	True	False	False	True	True	True	True	False	True	True	True	True	True	False
F34PRr2_MAGScoT_cleanbin_000014	Pseudomonadota	4437	True	True	True	False	False	False	False	False	True	True	True	False	True	False	False	True	True	True	True	False
F34PRr2_MAGScoT_cleanbin_000017	Pseudomonadota	3348	False	False	False	False	False	False	False	False	True	True	True	False	True	False	True	True	True	True	True	True
F34PRr2_MAGScoT_cleanbin_000019	Actinomycetota	2559	False	False	False	False	False	False	True	False	False	True	True	False	False	False	False	True	True	True	False	True
F34PRr2_MAGScoT_cleanbin_000022	Thermoproteota	1843	False	False	False	False	False	True	True	False	True	False	False	False	False	False	False	True	False	False	True	True
F34PRr2_MAGScoT_cleanbin_000026	Actinomycetota	4298	True	True	True	False	False	False	False	False	False	True	True	True	True	False	False	True	True	True	False	False
F34PRr2_MAGScoT_cleanbin_000027	Pseudomonadota	2910	False	False	True	False	False	False	False	False	True	True	True	False	True	False	True	True	True	True	True	True
F34PRr2_MAGScoT_cleanbin_000030	Pseudomonadota	4463	True	True	True	False	False	False	False	False	True	True	True	False	True	False	False	False	True	True	True	False
F34PRr2_MAGScoT_cleanbin_000038	Pseudomonadota	5279	True	False	True	False	False	False	False	False	True	True	True	False	True	False	False	True	True	False	True	True
F34PRr2_MAGScoT_cleanbin_000046	Pseudomonadota	2566	False	False	False	False	False	False	False	False	False	True	False	False	True	False	False	False	True	True	True	False
F35Dr1_MAGScoT_cleanbin_000005	Actinomycetota	2984	True	True	False	False	False	False	True	False	False	True	True	False	True	False	False	True	True	False	False	False
F35Dr1_MAGScoT_cleanbin_000006	Actinomycetota	2956	True	True	True	False	False	False	True	False	False	True	True	False	True	False	False	False	True	True	True	False
F35Dr1_MAGScoT_cleanbin_000007	Actinomycetota	1754	False	True	True	False	False	False	True	False	False	True	False	False	False	False	False	True	True	True	True	False
F35Dr1_MAGScoT_cleanbin_000010	Actinomycetota	2835	True	False	False	False	False	False	False	False	False	True	True	False	False	False	False	True	True	True	False	False
F35Dr1_MAGScoT_cleanbin_000014	Actinomycetota	3084	True	True	False	False	False	False	False	False	False	True	True	False	True	False	False	True	True	True	False	False
F35Dr1_MAGScoT_cleanbin_000017	Actinomycetota	2764	False	True	False	False	False	False	True	False	False	True	True	False	True	False	False	True	True	True	False	False
F35PRr1_MAGScoT_cleanbin_000001	Pseudomonadota	2804	False	False	True	False	False	False	False	False	True	True	True	False	True	False	False	True	True	True	True	True
F35PRr1_MAGScoT_cleanbin_000002	Bacillota	3808	False	False	False	False	False	False	False	False	False	False	False	True	False	True	False	True	True	True	True	True
F35PRr1_MAGScoT_cleanbin_000003	Bacteroidota	3269	False	False	False	False	False	False	False	False	False	True	True	False	False	False	True	True	True	True	True	True
F35PRr1_MAGScoT_cleanbin_000004	Bacillota	3909	False	False	False	False	False	False	False	False	False	False	False	True	False	True	False	True	True	True	True	False
F35PRr1_MAGScoT_cleanbin_000005	Pseudomonadota	3909	False	False	True	False	False	False	True	False	True	False	True	False	True	False	False	True	True	True	True	False
F35PRr1_MAGScoT_cleanbin_000008	Actinomycetota	3675	True	False	False	False	False	False	False	False	False	True	True	True	False	False	False	True	True	True	True	False
F35PRr1_MAGScoT_cleanbin_000014	Pseudomonadota	2936	True	False	False	False	False	False	False	False	True	True	True	True	False	False	False	True	True	True	True	True
F35PRr1_MAGScoT_cleanbin_000015	Pseudomonadota	2922	False	False	False	False	False	False	False	False	True	True	True	False	True	False	False	True	True	True	True	True
F35PRr1_MAGScoT_cleanbin_000017	Actinomycetota	3037	False	False	True	False	False	False	False	False	False	True	True	True	False	False	False	True	True	True	True	True
F35PRr1_MAGScoT_cleanbin_000018	Pseudomonadota	3777	True	False	True	False	False	False	False	True	True	True	True	True	True	False	False	True	True	True	True	True
F35PRr1_MAGScoT_cleanbin_000019	Actinomycetota	4277	True	False	False	False	False	False	True	False	True	True	True	False	True	False	False	True	True	True	True	True
F35PRr1_MAGScoT_cleanbin_000020	Planctomycetota	4040	False	False	False	False	False	False	False	False	False	False	True	True	True	False	False	True	True	True	True	True
F35PRr1_MAGScoT_cleanbin_000021	Gemmatimonadota	2669	True	True	False	False	False	False	False	False	False	True	True	False	False	False	False	True	True	True	True	False
F35PRr1_MAGScoT_cleanbin_000023	Pseudomonadota	3434	True	False	False	False	False	False	False	False	True	True	True	False	True	False	False	True	True	True	True	True
F35PRr1_MAGScoT_cleanbin_000026	Actinomycetota	1814	False	False	False	False	False	False	False	False	False	True	True	False	False	False	False	True	True	True	True	True
F35PRr1_MAGScoT_cleanbin_000027	Actinomycetota	3755	True	False	False	False	False	False	False	False	True	True	True	False	False	False	True	True	True	True	False	True
F35PRr1_MAGScoT_cleanbin_000031	Gemmatimonadota	2978	True	False	False	False	False	False	False	False	False	True	True	False	True	False	False	True	True	True	False	False
F35PRr1_MAGScoT_cleanbin_000032	Actinomycetota	4280	False	False	False	False	False	False	False	False	False	True	True	True	True	False	True	True	True	True	True	True
F35PRr1_MAGScoT_cleanbin_000039	Pseudomonadota	2789	True	False	False	False	False	False	False	False	True	True	True	False	False	False	False	True	True	True	True	True
F36Sr1_MAGScoT_cleanbin_000006	Deinococcota	3014	False	False	False	False	False	False	True	False	False	True	True	False	True	False	False	True	True	True	True	True
F36Sr1_MAGScoT_cleanbin_000010	Bacteroidota	3121	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	True	True	True	True	True
F37Dr2_MAGScoT_cleanbin_000001	Pseudomonadota	2800	False	False	False	False	False	False	False	False	True	True	True	False	True	False	False	True	False	True	True	True
F37Dr2_MAGScoT_cleanbin_000002	Bacteroidota	3550	False	False	True	False	False	False	False	False	False	True	False	False	False	False	True	True	True	True	True	True
F37Dr2_MAGScoT_cleanbin_000003	Chloroflexota	4957	True	False	True	False	False	False	False	False	True	True	True	False	True	False	False	True	True	True	True	True
F37Dr2_MAGScoT_cleanbin_000005	Gemmatimonadota	3708	True	False	False	False	False	False	False	False	False	True	True	True	False	False	False	True	True	False	True	False
F37Dr2_MAGScoT_cleanbin_000006	Bacteroidota	3513	False	False	False	False	False	False	False	False	False	True	True	False	False	False	True	True	True	True	True	True
F37Dr2_MAGScoT_cleanbin_000008	Pseudomonadota	3621	True	False	True	False	False	False	False	False	True	True	True	False	True	False	False	True	True	True	True	True
F37Dr2_MAGScoT_cleanbin_000013	Myxococcota	4853	False	False	False	False	False	False	False	False	False	True	True	False	True	False	True	True	True	True	True	True
F37Dr2_MAGScoT_cleanbin_000015	Planctomycetota	2974	False	False	False	False	False	False	True	False	True	False	False	False	True	False	False	True	True	False	True	False
F37Dr2_MAGScoT_cleanbin_000016	Pseudomonadota	3604	True	False	False	False	False	False	False	False	False	True	False	False	True	False	False	True	True	True	True	True
F37Dr2_MAGScoT_cleanbin_000017	Actinomycetota	2731	False	False	True	False	False	False	False	False	False	True	True	False	False	False	False	True	True	True	True	True
F37Dr2_MAGScoT_cleanbin_000018	Planctomycetota	4369	False	False	False	False	False	False	False	False	False	False	True	False	True	False	True	True	True	True	True	True
F37Dr2_MAGScoT_cleanbin_000019	Armatimonadota	3801	False	False	True	False	False	False	False	False	True	False	False	True	False	False	True	True	True	True	True	True
F37Dr2_MAGScoT_cleanbin_000020	Gemmatimonadota	3920	False	False	False	False	False	False	False	False	False	True	True	False	True	False	False	True	True	True	True	False
F37Dr2_MAGScoT_cleanbin_000022	Planctomycetota	3067	False	False	True	False	False	False	False	False	True	False	True	True	True	False	False	True	True	False	True	True
F37Dr2_MAGScoT_cleanbin_000023	Pseudomonadota	2893	False	False	True	False	False	False	False	False	True	True	True	False	True	False	True	True	True	True	True	True
F37Dr2_MAGScoT_cleanbin_000027	Pseudomonadota	3781	True	False	True	False	False	False	True	False	True	False	True	False	True	False	False	True	True	True	True	False
F37Dr2_MAGScoT_cleanbin_000028	Planctomycetota	3661	True	False	False	False	False	False	False	False	False	True	True	False	False	False	False	True	True	False	True	True
F37Dr2_MAGScoT_cleanbin_000029	Planctomycetota	3031	False	False	False	False	False	False	False	False	True	False	True	False	True	False	False	True	True	True	True	True
F37Dr2_MAGScoT_cleanbin_000032	Actinomycetota	2351	False	False	False	False	False	False	False	False	False	True	True	True	False	False	False	True	True	True	True	True
F37Dr2_MAGScoT_cleanbin_000047	Pseudomonadota	3760	True	False	False	False	False	False	False	False	True	True	True	False	True	False	False	True	True	True	True	True
F37PRr2_MAGScoT_cleanbin_000004	Bacillota	3401	False	False	False	False	False	False	False	False	False	False	False	False	True	True	True	False	True	True	True	True
F37PRr2_MAGScoT_cleanbin_000006	Pseudomonadota	2773	False	False	False	False	False	False	False	False	True	True	True	False	True	False	False	False	True	True	True	False
F37PRr2_MAGScoT_cleanbin_000008	Actinomycetota	2266	False	False	False	False	False	False	False	False	True	True	True	False	False	False	False	True	True	True	True	True
F37PRr2_MAGScoT_cleanbin_000014	Bacteroidota	3162	False	False	True	False	False	False	False	False	True	False	True	False	False	False	False	True	True	True	True	True
F37Sr1_MAGScoT_cleanbin_000001	Pseudomonadota	2677	False	False	False	False	False	False	False	False	False	True	False	False	True	False	False	True	True	True	True	True
F37Sr1_MAGScoT_cleanbin_000002	Pseudomonadota	2455	True	False	False	False	False	False	False	False	False	False	False	False	True	False	True	True	True	True	True	False
F37Sr1_MAGScoT_cleanbin_000003	Actinomycetota	4183	False	False	False	False	False	False	False	False	False	True	False	True	False	False	False	True	True	True	False	True
F37Sr1_MAGScoT_cleanbin_000005	Actinomycetota	3361	True	False	False	False	False	False	True	False	False	True	True	False	True	False	False	True	True	False	True	False
F37Sr1_MAGScoT_cleanbin_000008	Pseudomonadota	2938	False	False	False	False	False	False	False	False	False	False	True	True	False	False	True	True	True	True	True	True
F37Sr1_MAGScoT_cleanbin_000009	Bacteroidota	3490	False	False	False	False	False	False	False	False	False	False	True	True	False	False	False	True	True	True	True	True
F37Sr1_MAGScoT_cleanbin_000013	Actinomycetota	4024	True	False	False	False	False	False	False	False	True	True	False	True	True	False	False	True	True	True	True	True
F37Sr1_MAGScoT_cleanbin_000014	Planctomycetota	4070	True	False	False	False	False	False	False	False	False	False	True	True	True	False	False	True	True	True	True	False
F38Dr3_MAGScoT_cleanbin_000001	Bacteroidota	3875	False	True	False	False	False	False	False	True	False	True	True	False	True	False	False	True	True	True	True	False
F38Dr3_MAGScoT_cleanbin_000003	Bacteroidota	5502	False	False	True	False	False	False	True	False	False	False	True	False	False	False	True	True	True	True	True	True
F38Dr3_MAGScoT_cleanbin_000005	Pseudomonadota	3101	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	True	False	True	True
F38Dr3_MAGScoT_cleanbin_000007	Actinomycetota	2323	False	True	False	False	False	False	True	False	False	True	True	False	False	False	True	True	True	True	False	False
F38Dr3_MAGScoT_cleanbin_000008	Actinomycetota	3395	True	False	False	False	False	False	False	False	False	True	True	True	False	False	False	False	False	True	True	False
F38Dr3_MAGScoT_cleanbin_000009	Pseudomonadota	4732	True	True	True	False	False	False	True	False	True	True	True	False	True	False	False	True	True	True	True	False
F38Dr3_MAGScoT_cleanbin_000011	Pseudomonadota	4122	True	False	True	False	False	False	False	False	True	True	True	False	True	False	False	False	True	True	True	False
F38Dr3_MAGScoT_cleanbin_000012	Bacteroidota	4257	False	False	False	False	False	False	False	False	True	True	True	True	False	False	False	True	True	True	True	False
F38Dr3_MAGScoT_cleanbin_000017	Bacteroidota	3935	False	False	True	False	False	False	False	False	False	False	True	False	False	False	False	True	True	True	True	False
F38Dr3_MAGScoT_cleanbin_000022	Actinomycetota	2392	True	False	False	False	False	False	False	False	False	True	False	False	True	False	False	True	True	False	True	False
F38Dr3_MAGScoT_cleanbin_000030	Actinomycetota	5198	False	False	False	False	False	False	False	False	True	True	False	False	False	False	False	True	True	True	False	True
F38PRr1_MAGScoT_cleanbin_000001	Pseudomonadota	3865	False	False	False	False	False	False	False	False	False	True	False	True	True	False	False	True	True	False	True	True
F38PRr1_MAGScoT_cleanbin_000003	Bacteroidota	4638	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	True	True	True	True	True
F38PRr1_MAGScoT_cleanbin_000004	Pseudomonadota	3222	False	True	True	False	False	False	False	False	False	True	False	False	True	False	False	True	True	False	True	True
F38PRr1_MAGScoT_cleanbin_000005	Pseudomonadota	2912	False	False	False	False	False	False	False	False	False	True	True	True	False	False	False	True	True	True	True	True
F38PRr1_MAGScoT_cleanbin_000006	Pseudomonadota	3594	False	False	False	False	False	False	False	False	True	True	True	False	False	False	False	True	True	False	True	True
F38PRr1_MAGScoT_cleanbin_000009	Actinomycetota	3049	False	True	False	False	False	False	True	False	False	True	True	False	True	False	False	True	True	True	True	True
F38PRr1_MAGScoT_cleanbin_000010	Actinomycetota	5042	False	False	False	False	False	False	False	False	True	True	True	True	True	False	True	True	False	True	True	True
F38PRr1_MAGScoT_cleanbin_000011	Fibrobacterota	3896	False	False	False	False	False	False	False	False	True	True	True	True	True	False	True	True	True	True	True	True
F38PRr1_MAGScoT_cleanbin_000013	Bacteroidota	3545	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	True	True	True	True	True
F38PRr1_MAGScoT_cleanbin_000017	Actinomycetota	4042	True	False	False	False	False	False	True	False	False	True	False	False	True	False	False	False	True	True	True	True
F38PRr1_MAGScoT_cleanbin_000020	Myxococcota	5749	False	True	False	False	True	False	False	False	True	True	True	False	True	False	False	True	True	True	True	True
F38PRr1_MAGScoT_cleanbin_000021	Bacteroidota	5185	False	False	False	False	False	False	True	False	False	False	True	False	False	False	True	True	True	True	True	True
F38PRr1_MAGScoT_cleanbin_000033	Actinomycetota	6954	True	False	False	False	False	False	True	False	True	True	True	False	True	False	False	True	True	True	True	True
F38Sr1_MAGScoT_cleanbin_000001	Actinomycetota	3032	True	True	False	False	False	False	True	False	False	True	True	False	False	False	False	True	True	False	True	False
F38Sr1_MAGScoT_cleanbin_000002	Actinomycetota	2757	True	True	True	False	False	True	True	False	False	True	True	True	False	False	False	True	True	True	False	False
F38Sr1_MAGScoT_cleanbin_000003	Actinomycetota	2361	False	True	True	False	False	False	True	False	False	True	True	True	False	False	False	True	True	False	False	False
F38Sr1_MAGScoT_cleanbin_000004	Actinomycetota	2395	True	True	True	False	False	True	False	False	False	True	True	True	False	False	False	True	True	True	False	False
F38Sr1_MAGScoT_cleanbin_000005	Actinomycetota	3223	True	True	False	False	False	False	False	False	False	True	True	True	True	False	False	True	True	True	False	True
F38Sr1_MAGScoT_cleanbin_000008	Actinomycetota	2812	True	True	False	False	False	False	False	False	False	True	True	False	False	False	False	True	True	False	False	False
F38Sr1_MAGScoT_cleanbin_000010	Bacteroidota	3311	True	False	False	False	False	False	False	False	False	False	True	False	False	False	False	True	True	True	True	True
F38Sr1_MAGScoT_cleanbin_000011	Actinomycetota	4467	True	False	True	False	False	False	False	False	False	True	False	True	True	False	False	True	True	True	False	True
F38Sr1_MAGScoT_cleanbin_000015	Actinomycetota	2512	True	False	False	False	False	True	False	False	False	True	True	False	False	False	False	True	True	True	False	False
F38Sr1_MAGScoT_cleanbin_000016	Actinomycetota	2537	True	True	True	False	False	False	True	False	False	True	True	False	True	False	False	True	True	False	False	False
F38Sr1_MAGScoT_cleanbin_000023	Actinomycetota	2363	False	True	True	False	False	False	False	False	True	True	True	False	True	False	False	True	True	True	False	False
F38Sr1_MAGScoT_cleanbin_000027	Actinomycetota	3081	True	True	False	False	False	False	True	False	False	True	True	False	True	False	False	True	True	True	True	False
F38Sr1_MAGScoT_cleanbin_000028	Actinomycetota	2807	True	False	False	False	False	False	True	False	False	True	True	False	True	False	False	True	True	False	True	True
F38Sr1_MAGScoT_cleanbin_000030	Actinomycetota	2723	False	True	True	False	False	True	True	False	False	True	True	True	False	False	True	True	True	False	False	False
F39PRr2_MAGScoT_cleanbin_000001	Actinomycetota	3292	True	False	False	False	False	False	False	False	False	True	False	True	False	False	False	True	True	True	False	True
